algorithm,n_people,cohesion,iteration,score,time
linearSwitchFromGrouped,8,70,6,378.97,0.07251834869384766
linearSwitchFromGrouped,8,70,7,452.07,0.08117556571960449
linearSwitchFromGrouped,8,70,8,384.76,0.08780431747436523
linearSwitchFromGrouped,8,70,9,407.71,0.09285640716552734
linearSwitchFromGrouped,8,70,10,429.29,0.07023000717163086
linearSwitchFromGrouped,8,70,11,478.02,0.08506560325622559
linearSwitchFromGrouped,8,70,12,533.11,0.09089946746826172
linearSwitchFromGrouped,8,70,13,406.69,0.10033869743347168
linearSwitchFromGrouped,8,70,14,568.63,0.09114193916320801
linearSwitchFromGrouped,8,70,15,424.18,0.08356285095214844
linearSwitchFromGrouped,8,70,16,277.01,0.06567072868347168
linearSwitchFromGrouped,8,70,17,354.57,0.08211898803710938
linearSwitchFromGrouped,8,70,18,465.08,0.09198880195617676
linearSwitchFromGrouped,8,70,19,363.75,0.06322956085205078
linearSwitchFromGrouped,8,70,20,453.04,0.07915210723876953
linearSwitchFromGrouped,8,70,21,339.55,0.08610343933105469
linearSwitchFromGrouped,8,70,22,433.92,0.10072088241577148
linearSwitchFromGrouped,8,70,23,423.97,0.08007192611694336
linearSwitchFromGrouped,8,70,24,415.25,0.11286449432373047
linearSwitchFromGrouped,8,70,25,422.22,0.08554553985595703
linearSwitchFromGrouped,8,70,26,387.67,0.08209562301635742
linearSwitchFromGrouped,8,70,27,415.88,0.0832679271697998
linearSwitchFromGrouped,8,70,28,455.81,0.08447551727294922
linearSwitchFromGrouped,8,70,29,390.07,0.07664322853088379
linearSwitchFromGrouped,8,70,30,410.17,0.07207393646240234
linearSwitchFromGrouped,8,70,31,561.79,0.11170220375061035
linearSwitchFromGrouped,8,70,32,333.69,0.07165789604187012
linearSwitchFromGrouped,8,70,33,447.48,0.07311081886291504
